"","inertia","OMI","Tol","Rtol","omi","tol","rtol"
"Aepyceros_melampus",28.9387308189182,21.271711173468,0.322024732122536,7.34499491332774,73.5,1.1,25.4
"Alcelaphus_buselaphus",43.4457649239783,33.0809801819924,2.1411733246953,8.22361141729058,76.1,4.9,18.9
"Alcelaphus_caama",34.4146875781458,29.4131249633206,0.167905125159079,4.83365748966611,85.5,0.5,14
"Alces_alces",28.7807924417482,19.3953830010936,1.06613180228347,8.31927763837111,67.4,3.7,28.9
"Alces_americanus",26.2156649537548,12.4343070516171,0.869830116778361,12.9115277853593,47.4,3.3,49.3
"Ammotragus_lervia",13.8898651453606,10.5268779382415,0.144145091931937,3.21884211518708,75.8,1,23.2
"Antidorcas_marsupialis",29.5990080399169,23.1098885382015,0.603436701007283,5.88568280070816,78.1,2,19.9
"Antilocapra_americana",18.5570956673558,8.39886747952158,0.303596472065246,9.85463171576902,45.3,1.6,53.1
"Antilope_cervicapra",41.9951178761086,37.3614253997879,0.221816154397381,4.41187632192328,89,0.5,10.5
"Axis_axis",50.7382391000592,36.8481241563406,0.842087600283407,13.0480273434352,72.6,1.7,25.7
"Axis_porcinus",69.3533454450448,61.8571710686413,2.59767878573702,4.89849559066647,89.2,3.7,7.1
"Bison_bison",26.8851353466119,20.3956431294835,0.936398203773329,5.55309401335515,75.9,3.5,20.7
"Bison_bonasus",14.8282779618189,9.65884146891556,0.162812521811348,5.006623971092,65.1,1.1,33.8
"Blastocerus_dichotomus",25.20372364994,23.0720886654781,0.108138074234207,2.02349691022767,91.5,0.4,8
"Bos_frontalis_gaurus",68.722440107029,42.251546137911,5.83362943709851,20.6372645320195,61.5,8.5,30
"Bos_grunniens_mutus",38.8916268325536,16.4138590867352,1.19570940657185,21.2820583392466,42.2,3.1,54.7
"Bos_javanicus",52.7781394659209,43.6811008408935,0.466390167539394,8.63064845748793,82.8,0.9,16.4
"Bos_taurus_primigenius",10.9972419342896,8.46304521683433,0.157024637312785,2.37717208014244,77,1.4,21.6
"Boselaphus_tragocamelus",42.8144260880977,38.6099517450038,0.170425918189572,4.0340484249044,90.2,0.4,9.4
"Bubalus_bubalis_arnee",82.7537171176771,62.0473332368624,5.23717704633056,15.4692068344842,75,6.3,18.7
"Budorcas_taxicolor",30.3733942650695,13.9789957426686,3.92350227816267,12.4708962442382,46,12.9,41.1
"Camelus_bactrianus",24.627848975077,15.5156349902644,0.685164668913332,8.42704931589929,63,2.8,34.2
"Camelus_dromedarius",39.7005551451584,28.1566392775298,0.452764586914894,11.0911512807137,70.9,1.1,27.9
"Capra_hircus_aegagrus",31.7156880500379,21.5579198805692,0.674811568955383,9.48295660051329,68,2.1,29.9
"Capra_ibex",52.7134462506072,18.3779624878173,9.21732736215593,25.118156400634,34.9,17.5,47.7
"Capra_nubiana",30.0649669465899,27.0396371894467,0.324424056500345,2.70090570064285,89.9,1.1,9
"Capra_pyrenaica",12.7585279798843,7.67101474126902,0.283386072511084,4.80412716610423,60.1,2.2,37.7
"Capra_sibirica",31.0927898109344,22.796437544616,0.944454393805096,7.35189787251327,73.3,3,23.6
"Capreolus_capreolus",25.6566022433493,13.1321191956011,1.74389046981589,10.7805925779323,51.2,6.8,42
"Capreolus_pygargus",30.2130878183466,14.5662741398114,2.93526291973932,12.7115507587959,48.2,9.7,42.1
"Capricornis_crispus",32.9752205313053,27.0690197465089,1.05534296665071,4.85085781814572,82.1,3.2,14.7
"Capricornis_swinhoei",107.37388386933,96.1459699183364,1.91917646792498,9.30873748306887,89.5,1.8,8.7
"Catagonus_wagneri",27.7618154585046,27.2732719092567,0.0630168044427882,0.425526744805119,98.2,0.2,1.5
"Cephalophus_dorsalis",118.816563755023,115.04490599825,1.37138370221515,2.40027405455747,96.8,1.2,2
"Cephalophus_jentinki",123.63991456625,121.221481083024,0.688462424630423,1.7299710585954,98,0.6,1.4
"Cephalophus_natalensis",25.14623065294,20.5765678510721,0.15461692362228,4.41504587824559,81.8,0.6,17.6
"Cephalophus_niger",100.598033234657,88.8149492532944,4.48996760559358,7.29311637576897,88.3,4.5,7.2
"Cephalophus_nigrifrons",51.2397425090118,40.4522706358678,0.86175432738074,9.92571754576331,78.9,1.7,19.4
"Cephalophus_rufilatus",53.7716282681031,50.7410914161959,0.138434312467104,2.89210253944006,94.4,0.3,5.4
"Cephalophus_silvicultor",103.022669310207,87.5332020243705,5.80942505548956,9.68004223034738,85,5.6,9.4
"Cephalophus_zebra",123.703754434582,121.573689965142,0.550851741183917,1.57921272825679,98.3,0.4,1.3
"Ceratotherium_simum",20.2213352807382,15.9263437377834,0.201671265784728,4.09332027717,78.8,1,20.2
"Cervus_elaphus",47.6304898344177,24.2893796388827,8.74671432814663,14.5943958673883,51,18.4,30.6
"Cervus_nippon",29.5124115625304,22.4789652684546,1.47988712592247,5.55355916815334,76.2,5,18.8
"Connochaetes_gnou",14.0005581030252,9.50250147208351,0.378371625269908,4.11968500567174,67.9,2.7,29.4
"Connochaetes_taurinus",28.1388587773024,19.746693934192,0.420104281411719,7.97206056169869,70.2,1.5,28.3
"Dama_dama",21.2366125716034,14.0909225497612,0.64273806150365,6.50295196033848,66.4,3,30.6
"Damaliscus_korrigum",49.4421394610073,41.6994867956569,1.82771446569666,5.91493819965372,84.3,3.7,12
"Damaliscus_lunatus",34.9218146721245,25.1233602084452,0.840900747179518,8.95755371649979,71.9,2.4,25.7
"Damaliscus_pygargus",15.4721727604048,8.16274405626123,0.249016045287935,7.06041265885562,52.8,1.6,45.6
"Diceros_bicornis",33.2176693766546,22.3099006350047,0.470934831584202,10.4368339100658,67.2,1.4,31.4
"Equus_burchellii",29.6107567090905,20.5634518815478,0.547157347990606,8.50014747955209,69.4,1.8,28.7
"Equus_grevyi",40.0536598911619,35.0068707414391,0.28840014712504,4.75838900259778,87.4,0.7,11.9
"Equus_hemionus",26.7964803004757,22.8457474588091,1.54950855544104,2.40122428622556,85.3,5.8,9
"Equus_kiang",31.9820687109965,26.1736856753373,0.294485834848808,5.51389720081042,81.8,0.9,17.2
"Equus_przewalskii",22.562222316066,18.2725961206854,0.111574156014029,4.17805203936652,81,0.5,18.5
"Equus_zebra",20.8850243224387,14.3786345187828,0.71593460896636,5.7904551946895,68.8,3.4,27.7
"Eudorcas_rufifrons",51.8023297955009,50.0056458830262,0.00209341324556328,1.79459049922916,96.5,0,3.5
"Eudorcas_thomsonii",33.4439833050535,26.1582955684283,0.513834645914603,6.77185309071058,78.2,1.5,20.2
"Gazella_bennettii",43.8367595792711,38.9194855078211,0.0335353879273078,4.88373868352269,88.8,0.1,11.1
"Gazella_dorcas",31.5608916353752,28.7223522877388,0.170888582242412,2.66765076539401,91,0.5,8.5
"Gazella_gazella",27.9836108136026,24.7905359692897,0.187637516772123,3.00543732754084,88.6,0.7,10.7
"Gazella_subgutturosa",29.5638413004134,15.1062895301514,0.706172497120326,13.7513792731417,51.1,2.4,46.5
"Giraffa_camelopardalis",41.7374493765686,34.1548704451483,1.50441910818918,6.07815982323113,81.8,3.6,14.6
"Hemitragus_jemlahicus",48.2007615443418,16.461752274618,5.54338003254367,26.1956292371801,34.2,11.5,54.3
"Hippocamelus_antisensis",38.3666822305512,23.8818765102671,2.19534847857647,12.2894572417077,62.2,5.7,32
"Hippocamelus_bisulcus",39.7059419454404,30.0864675906766,1.76544246112497,7.85403189363885,75.8,4.4,19.8
"Hippopotamus_amphibius",28.7419733078258,21.2455913524021,0.342296147954196,7.15408580746957,73.9,1.2,24.9
"Hippotragus_equinus",52.4856292711541,48.1561173707002,0.00781392945412659,4.32169797099979,91.8,0,8.2
"Hippotragus_niger",28.6679425029944,23.2105642064727,0.272738398942908,5.18463989757881,81,1,18.1
"Hyemoschus_aquaticus",116.460187464917,110.679084366631,2.06511896736541,3.71598413092105,95,1.8,3.2
"Hylochoerus_meinertzhageni",87.0475567252456,69.7259813916142,7.02981860308708,10.2917567305443,80.1,8.1,11.8
"Kobus_ellipsiprymnus",38.5064489956177,28.0534233172571,1.53910275901528,8.91392291934538,72.9,4,23.1
"Kobus_kob",54.7205608265056,51.9495921956144,0.107060127725566,2.66390850316561,94.9,0.2,4.9
"Kobus_leche",28.825756925141,26.9615814752944,0.037071388081279,1.82710406176533,93.5,0.1,6.3
"Kobus_megaceros",51.9774472399946,50.2090142782575,0.0710011424604005,1.6974318192767,96.6,0.1,3.3
"Kobus_vardonii",31.9793498353658,29.2836439578798,0.165522168595957,2.53018370889002,91.6,0.5,7.9
"Lama_glama_guanicoe",29.8257309143583,14.9956125980505,1.73709487151553,13.0930234447923,50.3,5.8,43.9
"Litocranius_walleri",48.0915088911401,42.9102062274779,0.590657333178922,4.59064533048334,89.2,1.2,9.5
"Madoqua_guentheri",44.0251195138162,38.0864794836206,0.533115153392126,5.40552487680352,86.5,1.2,12.3
"Madoqua_kirkii",32.9259440970531,24.0795496407026,0.558114549775487,8.28827990657496,73.1,1.7,25.2
"Madoqua_saltiana",42.0630248498567,35.5905247246635,0.676370832237028,5.79612929295626,84.6,1.6,13.8
"Mazama_americana",53.1540736627074,43.7636463524526,1.11455412599904,8.27587318425572,82.3,2.1,15.6
"Mazama_gouazoubira",68.2268252033388,50.4472205679717,7.73996634285005,10.0396382925171,73.9,11.3,14.7
"Mazama_nana",42.241354984571,41.9410195408173,0.0015434555078154,0.298791988245852,99.3,0,0.7
"Mazama_pandora",33.9568801833316,32.0307015745863,0.0315094325641118,1.89466917618117,94.3,0.1,5.6
"Mazama_rufina",83.5027261509497,67.3051580320917,2.9686379217304,13.2289301971276,80.6,3.6,15.8
"Mazama_temama",71.4747389176556,53.5865517919491,4.08973610999898,13.7984510157075,75,5.7,19.3
"Muntiacus_muntjak",67.3719965768424,39.3441070442978,3.53086600449401,24.4970235280506,58.4,5.2,36.4
"Muntiacus_reevesi",19.5897669452713,16.0565950827548,0.239080391427013,3.29409147108945,82,1.2,16.8
"Nanger_granti",50.5589416883579,43.5968017973989,1.15876085067141,5.80337904028761,86.2,2.3,11.5
"Nanger_soemmerringii",42.457367470138,40.1533657883148,0.0552920408723107,2.24870964095089,94.6,0.1,5.3
"Neotragus_batesi",76.3779913480992,67.2423090315343,2.87436520041246,6.26131711615243,88,3.8,8.2
"Neotragus_pygmaeus",116.456050786465,108.072393767348,4.17994662888974,4.20371039022749,92.8,3.6,3.6
"Odocoileus_hemionus",23.4421872333874,8.0032995946611,1.27815194911532,14.160735689611,34.1,5.5,60.4
"Odocoileus_virginianus",21.3980358710574,6.841535409158,1.6303283190975,12.9261721428019,32,7.6,60.4
"Oreamnos_americanus",41.5410067580341,24.2945991144387,1.32188027543034,15.924527368165,58.5,3.2,38.3
"Oreotragus_oreotragus",23.0487816060281,12.8657106892815,0.679583176432435,9.50348774031423,55.8,2.9,41.2
"Oryx_beisa",50.3929375898914,45.9586175316708,0.551659527647984,3.88266053057265,91.2,1.1,7.7
"Oryx_gazella",30.750449916111,24.432354782011,0.431325062709489,5.88677007139054,79.5,1.4,19.1
"Oryx_leucoryx",42.4828090897756,38.2379087006714,0.614123997430009,3.63077639167421,90,1.4,8.5
"Ourebia_ourebi",52.9487073287868,49.0158702006209,0.0680061267797205,3.8648310013861,92.6,0.1,7.3
"Ovibos_moschatus",55.1101536401645,45.3450611195208,1.12864269663946,8.63644982400431,82.3,2,15.7
"Ovis_ammon",28.7423666118988,18.1170925136795,0.377283413467754,10.2479906847516,63,1.3,35.7
"Ovis_aries_orientalis",35.7080333325374,16.0512188000061,0.907253221192998,18.7495613113384,45,2.5,52.5
"Ovis_canadensis",28.2363654165042,10.4272154040784,2.11575770136636,15.6933923110594,36.9,7.5,55.6
"Ovis_dalli",34.5747634411341,26.309817951873,0.91847874793047,7.34646674133068,76.1,2.7,21.2
"Ozotoceros_bezoarticus",25.4544835335427,14.3429924508128,0.952288272750356,10.1592028099796,56.3,3.7,39.9
"Pecari_tajacu",53.9449230768185,26.1347089662713,7.0614851480869,20.7487289624603,48.4,13.1,38.5
"Pelea_capreolus",18.3181075018757,10.1797900035512,0.997017644802588,7.14129985352188,55.6,5.4,39
"Phacochoerus_aethiopicus",39.8453988188339,29.2071136466346,1.07459081873461,9.56369435346462,73.3,2.7,24
"Phacochoerus_africanus",43.6775790896042,34.1380974959527,1.82461029145176,7.71487130219967,78.2,4.2,17.7
"Philantomba_maxwellii",115.383111511666,111.534091465219,1.25843829009665,2.59058175635083,96.7,1.1,2.2
"Philantomba_monticola",35.6622502943652,26.058949406841,1.86387478584184,7.73942610168233,73.1,5.2,21.7
"Potamochoerus_larvatus",24.8593772364433,14.3194426916973,0.932013119668282,9.6079214250777,57.6,3.7,38.6
"Potamochoerus_porcus",101.738250500796,90.2229943496578,4.68799968013025,6.82725647100809,88.7,4.6,6.7
"Procapra_picticaudata",32.7137889778274,22.509260486287,0.912498334557637,9.29203015698277,68.8,2.8,28.4
"Pseudois_nayaur",33.7856042889363,23.6001441675027,1.44125676054513,8.74420336088851,69.9,4.3,25.9
"Pudu_puda",34.3433309454133,27.2011060537979,0.641686605021908,6.50053828659343,79.2,1.9,18.9
"Rangifer_tarandus",47.4789337298184,41.0845793319577,0.584018763269728,5.81033563459097,86.5,1.2,12.2
"Raphicerus_campestris",26.2690537849803,20.0579968255543,0.759350079489924,5.45170687993603,76.4,2.9,20.8
"Raphicerus_melanotis",17.8667078470345,12.3507235932858,0.15762887509848,5.35835537865028,69.1,0.9,30
"Raphicerus_sharpei",27.7406400755309,24.1000635653403,0.198074130065397,3.44250238012524,86.9,0.7,12.4
"Redunca_arundinum",24.6793294865913,16.8096530057044,0.564519720843485,7.30515676004339,68.1,2.3,29.6
"Redunca_fulvorufula",19.7611205410092,12.6325014922585,0.879918271636594,6.24870077711417,63.9,4.5,31.6
"Redunca_redunca",54.4343493080287,51.9055151838221,0.096160244054943,2.4326738801516,95.4,0.2,4.5
"Rhinoceros_unicornis",70.5646982484199,65.9013340823202,2.207251022369,2.45611314373072,93.4,3.1,3.5
"Rucervus_duvaucelii",58.4357564164155,45.7385409477475,0.371734820400864,12.3254806482671,78.3,0.6,21.1
"Rupicapra_pyrenaica",39.2812229791975,34.9103881449821,0.620185889886504,3.75064894432891,88.9,1.6,9.5
"Rupicapra_rupicapra",55.06199774234,45.2005896035604,2.76786868376663,7.09353945501299,82.1,5,12.9
"Rusa_timorensis",28.8337202708832,22.2610148785189,0.847643325862206,5.72506206650216,77.2,2.9,19.9
"Rusa_unicolor",54.7139965969246,34.2651240311596,1.90784427515787,18.5410282906071,62.6,3.5,33.9
"Sus_barbatus",151.0113719557,139.809453991088,3.0959191452193,8.10599881939307,92.6,2.1,5.4
"Sus_cebifrons",70.2731893719047,67.6406980547468,0.100290105304761,2.53220121185313,96.3,0.1,3.6
"Sus_philippensis",105.181730484341,91.1846977928872,4.2849898666749,9.71204282477901,86.7,4.1,9.2
"Sus_scrofa",17.4575024638741,5.91246639201282,0.316550654901517,11.2284854169598,33.9,1.8,64.3
"Sylvicapra_grimmia",50.4220816051724,43.5777893664227,0.968037219513282,5.87625501923639,86.4,1.9,11.7
"Syncerus_caffer",44.2254312508326,32.550711922735,1.45463244156075,10.2200868865369,73.6,3.3,23.1
"Tapirus_bairdii",87.8532064880681,65.6755059239373,7.98627809580469,14.1914224683262,74.8,9.1,16.2
"Tapirus_pinchaque",73.8159883751031,62.664527230076,1.51819031930105,9.63327082572612,84.9,2.1,13.1
"Tapirus_terrestris",42.4884769637214,40.5809666701165,0.386332234434104,1.52117805917075,95.5,0.9,3.6
"Taurotragus_oryx",30.0601560531313,19.6664200051356,0.977083038357831,9.41665300963785,65.4,3.3,31.3
"Tayassu_pecari",79.7657100657264,59.1561167160095,6.4283466375107,14.1812467122062,74.2,8.1,17.8
"Tragelaphus_angasii",24.0243832816084,19.5592030537401,0.182961636129327,4.28221859173895,81.4,0.8,17.8
"Tragelaphus_buxtoni",34.8992936648694,29.2974491231243,0.231839097173039,5.37000544457206,83.9,0.7,15.4
"Tragelaphus_eurycerus",118.642054565422,113.953825984029,1.97682122995918,2.71140735143387,96,1.7,2.3
"Tragelaphus_imberbis",42.4359534087226,36.7697351631699,0.834276104566621,4.83194214098611,86.6,2,11.4
"Tragelaphus_scriptus",42.7621159216505,30.5083291010058,3.34619870195372,8.90758811869091,71.3,7.8,20.8
"Tragelaphus_spekii",44.9004471577626,36.6467132525953,0.601673501098533,7.65206040406874,81.6,1.3,17
"Tragelaphus_strepsiceros",26.2074927383122,19.3703307652223,0.740637555560896,6.09652441752896,73.9,2.8,23.3
"Tragulus_javanicus",144.497636427463,125.91482601436,7.35426381194577,11.2285466011571,87.1,5.1,7.8
"Tragulus_kanchil",77.5589398580622,58.4037246976979,7.0367143788315,12.1185007815328,75.3,9.1,15.6
"Tragulus_napu",137.228923062327,117.410073685676,7.71628316537847,12.1025662112722,85.6,5.6,8.8
"Vicagna_vicugna",36.41871594523,30.1832718600793,0.286981018632441,5.94846306651825,82.9,0.8,16.3
